"x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","y"
58.8236462535512,-18.241936830765,1.86666163104399,5.83376050485961,15.1300076418994,1.64225795092588,11.758063169235,2,NA,26.8670672058622,-0.0217770197392107,-8.03151144285566,-0.117369651868757,-0.266670764804956,13.0168478009814,1
52.5516388381978,-20.0649117726321,5.05465447778219,11.3878067526133,17.7165037278606,-0.330837493118662,9.93508822736788,2,NA,26.2751976660289,0.864625783129316,-9.03733964492096,-0.54808219252939,-1.78589445859735,11.4217449040502,0
60.768701935791,-17.0282592810364,1.36310435881737,9.18485679292888,19.7138308553234,0.69502283832106,12.9717407189636,1.2,NA,25.9954782986108,-0.883686811909579,-7.3264704936078,-3.51336191988286,255.367289504761,1.91484064152185,1
57.5026294971905,-18.3701228176707,5.78699216734241,8.67844660024156,17.3241025920746,0.0548298554637913,11.6298771823293,2,NA,25.3796809906568,3.65393635439373,-8.28061560187927,-0.478535477354284,-0.0919322427158893,0.846251127641333,0
54.2898861580324,-20.6126118904282,4.11185477780558,5.31178330523953,11.7849378343932,-0.38113858074766,9.38738810957177,1.2,NA,25.2641550141339,-1.03596099496062,-9.03259547671008,-0.155815032041271,1.13319473186957,0.157444446281007,0
63.5355127273643,-15.8703668104033,1.06315451934001,8.55165715401662,20.7553277341087,0.799066033838428,14.1296331895967,1.2,1.87223546740154,26.4719911885465,0.489800968600913,-6.17884733724844,-0.246929088139027,0.133120014241605,7.43444585547438,1
44.9727687162366,-22.7000578918882,4.63640254099826,11.9372937963366,14.3432054927789,1.30404409247166,7.29994210811181,1.2,NA,24.6108111191441,-34.3360479412189,-10.2321018590018,0.223908756084613,0.624481399813047,0.356279784351982,0
63.2218560741465,-16.7134050341409,2.28816202687842,4.39466530514584,15.8195239370825,-0.429389040404151,13.2865949658591,1.2,NA,28.0880137853363,0.856043632961092,-7.99335734847587,2.16322444768131,-0.216973335179788,1.65396802714359,1
41.2431875304879,-23.9303301258899,2.48718778754038,14.4035792356752,14.9694500899188,1.22907238616636,6.06966987411005,1.2,NA,23.7367169043457,0.51253631217274,-10.6391764595571,1.60692033174451,1.44320595291108,4.40078494877785,0
66.5472918030692,-16.6397585909346,3.09113746150725,7.57695964172462,20.063435115058,0.320181752466519,13.3602414090654,2,NA,27.0985137756776,-0.405651888612997,-7.69792548848957,-0.251210213582694,0.201800820987702,1.25700758939865,1
